,introduction,url,price,unit_price,community,street,room_type,acreage,toward,decoration,floor_type,floor_total,year,type,follow,release_time
2518,丰盛街   格局方正   南北向、彩光好通风,https://gz.lianjia.com/ershoufang/108400857315.html,70,9935,丰盛街39-7号 ,旧区,3室1厅,70.46,南 北,简装,高楼,6,-,-,1,12天以前发布
2519,融创万达实用三房 高层 南向 视野开阔,https://gz.lianjia.com/ershoufang/108400862023.html,205,22995,广州融创文旅城A2区 ,花山镇,3室2厅,89.15,南,毛坯,中楼,33,2016,塔楼,3,10天以前发布
2520,位于花都政府旁的大花园小区，离地铁口近,https://gz.lianjia.com/ershoufang/108400868685.html,160,15059,怡康花园(花都) ,旧区,3室2厅,106.25,南,精装,高楼,8,1998,塔楼,1,7天以前发布
2521,逸泉韵翠花园 方正四房,https://gz.lianjia.com/ershoufang/108200017976.html,180,13442,逸泉韵翠花园 ,北兴镇,4室2厅,133.91,南 北,精装,高楼,9,2012,塔楼,8,一年前发布
2522,美林湖天汇半岛F户型一百四十方大3房，超级透气舒服,https://gz.lianjia.com/ershoufang/108400592058.html,123,8754,美林湖天汇半岛 ,山前大道,3室2厅,140.51,西北,精装,高楼,18,2016,暂无数据,8,4个月以前发布
2523,云峰花园住宅公寓，地铁口800米小户型，总价低,https://gz.lianjia.com/ershoufang/108400209078.html,100,18012,云峰花园3期 ,镜湖大道,1室0厅,55.52,东南,精装,高楼,13,-,塔楼,2,11个月以前发布
2524,业主异地工作，诚意出售此房源，红本在手，随时过户,https://gz.lianjia.com/ershoufang/108400462036.html,65,13904,广州融创文旅城商务公寓 ,花山镇,1室0厅,46.75,南,精装,中楼,40,-,塔楼,2,6个月以前发布
2525,融创文旅城（前万达）少有错层公寓出售。两层独立空间,https://gz.lianjia.com/ershoufang/108400554557.html,65,12864,广州融创文旅城商务公寓 ,花山镇,1室1厅,50.53,北,精装,低楼,29,2015,塔楼,2,4个月以前发布
2526,碧桂园星港国际 2室1厅 95万,https://gz.lianjia.com/ershoufang/108400620039.html,95,16841,碧桂园星港国际 ,新区,2室1厅,56.41,南,毛坯,中楼,10,-,塔楼,0,3个月以前发布
2527,富力金港城大型园林小区，环境好，空气清新,https://gz.lianjia.com/ershoufang/108400702259.html,42,9916,富力金港城南区 ,花东镇,1室1厅,42.36,东南,精装,中楼,19,2012,塔楼,4,2个月以前发布
2528,地铁口交通 购物方便 配套成熟旁边,https://gz.lianjia.com/ershoufang/108400745717.html,70,15218,广州融创文旅城商务公寓 ,花山镇,1室0厅,46,南,精装,中楼,29,-,塔楼,0,2个月以前发布
2529,地理位置优越 楼下大型商场，交通便利,https://gz.lianjia.com/ershoufang/108400755891.html,30,8811,百业广场 ,旧区,1室0厅,34.05,南,精装,高楼,10,2007,塔楼,9,1个月以前发布
2530,业主诚售，融创茂旁，视野开阔。,https://gz.lianjia.com/ershoufang/108400804766.html,70,14999,广州融创文旅城商务公寓 ,花山镇,1室0厅,46.67,东,其他,中楼,40,-,塔楼,0,1个月以前发布
2531,合和新城四期北向2房 楼层好 视野好,https://gz.lianjia.com/ershoufang/108400197423.html,165,24503,合和新城 ,镜湖大道,2室2厅,67.34,北,简装,低楼,15,-,平房,12,11个月以前发布
2532,富丽花园 格局方正 采光不错 配套成熟 交通便利,https://gz.lianjia.com/ershoufang/108200000606.html,79,10395,富丽花园 ,旧区,2室2厅,76,北,简装,高楼,9,2001,塔楼,345,一年前发布
2533,宝铼雅居 中空复式精装修 小区环境好 区内有游泳池,https://gz.lianjia.com/ershoufang/108200012771.html,86,17034,宝铼雅居 ,铁路西,1室1厅,50.49,东南,精装,中楼,14,2013,塔楼,533,一年前发布
2534,祈福万景峰 标准两房 客厅朝南,https://gz.lianjia.com/ershoufang/108200018308.html,125,20682,祈福万景峰 ,铁路西,2室2厅,60.44,南,毛坯,低楼,27,2017,塔楼,78,一年前发布
2535,合和新城双地铁口物业，优选三房，高层采光充足。,https://gz.lianjia.com/ershoufang/108400854157.html,200,21476,合和新城 ,镜湖大道,3室2厅,93.13,北,其他,高楼,15,2011,平房,4,14天以前发布
2536,金福馨庭  园玄锦砖准电梯楼  中层三房 南北对流,https://gz.lianjia.com/ershoufang/108400855596.html,175,16385,金福馨庭 ,旧区,3室1厅,106.81,南,其他,中楼,7,2010,塔楼,0,13天以前发布
2537,骏威锦东花园 3室1厅 330万,https://gz.lianjia.com/ershoufang/108400856659.html,330,31670,骏威锦东花园 ,新区,3室1厅,104.2,北,其他,中楼,23,2012,塔楼,1,12天以前发布
2538,鸿福花园(花都) 3室1厅 118万,https://gz.lianjia.com/ershoufang/108400856976.html,118,10575,鸿福花园(花都) ,旧区,3室1厅,111.59,南,其他,高楼,9,1997,暂无数据,2,12天以前发布
2539,富丽花园 4室2厅 135万,https://gz.lianjia.com/ershoufang/108400859007.html,135,12284,富丽花园 ,旧区,4室2厅,109.9,南,其他,中楼,8,2001,塔楼,0,12天以前发布
2540,合和新城 2室1厅 225万,https://gz.lianjia.com/ershoufang/108400859317.html,225,23848,合和新城 ,镜湖大道,2室1厅,94.35,南,其他,中楼,15,2011,平房,2,11天以前发布
2541,恒昌福邸 3室1厅 108万,https://gz.lianjia.com/ershoufang/108400860402.html,108,11445,恒昌福邸 ,花山镇,3室1厅,94.37,北,其他,高楼,11,2012,塔楼,1,11天以前发布
2542,花果山公园地铁口 近花都湖  精装  南北对流,https://gz.lianjia.com/ershoufang/108400860408.html,330,21816,在水一方 ,新区,4室1厅,151.27,南,其他,中楼,16,2008,暂无数据,0,11天以前发布
2543,地铁物业 南向看高层视野开阔 楼龄新 采光通风好,https://gz.lianjia.com/ershoufang/108400862673.html,270,19848,保利悦廷 ,铁路西,4室1厅,136.04,南,其他,中楼,32,-,塔楼,2,10天以前发布
2544,满五年，税费低，业主诚心卖，看房方便...,https://gz.lianjia.com/ershoufang/108400863201.html,255,17771,豪利花园 ,镜湖大道,3室1厅,143.5,南 西北,其他,低楼,12,2009,塔楼,1,10天以前发布
2545,雅居乐万科热橙 3室1厅 145万,https://gz.lianjia.com/ershoufang/108400863563.html,145,15597,雅居乐万科热橙 ,花山镇,3室1厅,92.97,南,其他,低楼,13,-,-,0,10天以前发布
2546,富力金港城   高层望花园  采光通风好,https://gz.lianjia.com/ershoufang/108400864128.html,105,13119,富力金港城东区 ,花东镇,2室1厅,80.04,北,其他,中楼,18,2012,塔楼,1,9天以前发布
2547,雅宝新城雅宝名居 2室1厅 155万,https://gz.lianjia.com/ershoufang/108400864568.html,155,16924,雅宝新城雅宝名居 ,狮岭镇,2室1厅,91.59,北,精装,低楼,29,2017,塔楼,2,9天以前发布
2548,宝铼雅居 3室1厅 190万,https://gz.lianjia.com/ershoufang/108400865292.html,190,16067,宝铼雅居 ,铁路西,3室1厅,118.26,南 北 东南,其他,中楼,18,2013,塔楼,0,9天以前发布
2549,富力金港城南向，2房，高楼层，户型方正,https://gz.lianjia.com/ershoufang/108400206002.html,66,7856,富力金港城南区 ,花东镇,2室2厅,84.02,南,精装,高楼,19,-,塔楼,3,11个月以前发布
2550,户型方正，望花园，业主诚心出售,https://gz.lianjia.com/ershoufang/108400234751.html,100,9524,富力金港城南区 ,花东镇,3室2厅,105,南,精装,高楼,19,-,塔楼,0,10个月以前发布
2551,此房证满两年户型方正，业主诚心出售,https://gz.lianjia.com/ershoufang/108400254089.html,80,9524,富力金港城南区 ,花东镇,2室2厅,84,北,精装,中楼,19,-,塔楼,3,9个月以前发布
2552,一房两厅带精装修，单价低，价格好。,https://gz.lianjia.com/ershoufang/108400324544.html,70,11667,碧桂园空港国际 ,花东镇,1室2厅,60,东南,精装,低楼,9,2014,板楼,4,8个月以前发布
2553,业主诚心出售， 格局方正 楼层好 房间采光好,https://gz.lianjia.com/ershoufang/108400423784.html,83,8742,富力金港城南区 ,花东镇,3室2厅,94.95,北,精装,低楼,19,-,塔楼,15,7个月以前发布
2554,业主诚心卖的2房，中高楼层，视野开阔,https://gz.lianjia.com/ershoufang/108400496537.html,65,8377,富力金港城南区 ,花东镇,2室1厅,77.6,北,精装,中楼,19,-,塔楼,2,5个月以前发布
2555,勤天安合公寓 温馨一房  保养新净,https://gz.lianjia.com/ershoufang/108400510783.html,58,12609,勤天安合商务大厦 ,镜湖大道,1室0厅,46,南,简装,低楼,16,-,塔楼,6,5个月以前发布
2556,户型格局好.便利位置，外环境优美,https://gz.lianjia.com/ershoufang/108400529464.html,65,8340,富力金港城南区 ,花东镇,2室1厅,77.94,南,简装,中楼,19,-,塔楼,5,5个月以前发布
2557,户型方正，外环境优美，随时可以看房。,https://gz.lianjia.com/ershoufang/108400603621.html,80,9740,富力金港城南区 ,花东镇,2室2厅,82.14,南,精装,中楼,19,2012,塔楼,3,4个月以前发布
2558,东南向望*，业主保养好，全新未住过，随时看房,https://gz.lianjia.com/ershoufang/108400621847.html,70,9250,美林湖美汇半岛 ,山前大道,2室2厅,75.68,东南,精装,低楼,19,-,塔楼,11,3个月以前发布
2559,勤天安合商务大厦 1室1厅 85万,https://gz.lianjia.com/ershoufang/108400622289.html,85,14656,勤天安合商务大厦 ,镜湖大道,1室1厅,58,南,简装,中楼,16,-,塔楼,1,3个月以前发布
2560,中国大品牌珠江实业温馨一房一厅,https://gz.lianjia.com/ershoufang/108400639036.html,55,9176,美林湖美汇半岛 ,山前大道,1室1厅,59.94,西北,精装,中楼,18,-,塔楼,2,3个月以前发布
2561,京仕广场 复式 精美小公寓 地铁口物业 时尚商务,https://gz.lianjia.com/ershoufang/108400643350.html,93,19066,京仕广场 ,镜湖大道,1室1厅,48.78,东北,精装,低楼,12,-,塔楼,0,3个月以前发布
2562,京仕广场 精美小公寓 时尚商务,https://gz.lianjia.com/ershoufang/108400673199.html,75,15363,京仕广场 ,镜湖大道,1室1厅,48.82,北,精装,中楼,12,-,塔楼,1,3个月以前发布
2563,京仕广场双地铁口物业  视野开阔  位置好,https://gz.lianjia.com/ershoufang/108400678263.html,102,14340,京仕广场 ,镜湖大道,1室1厅,71.13,东,毛坯,中楼,12,-,塔楼,1,3个月以前发布
2564,富力 金港城   一城一世界    环境优美,https://gz.lianjia.com/ershoufang/108400680672.html,78,9286,富力金港城南区 ,花东镇,2室2厅,84,北,精装,中楼,19,-,塔楼,2,3个月以前发布
2565,富力金港城南区 2室2厅 70万,https://gz.lianjia.com/ershoufang/108400733488.html,70,8582,富力金港城南区 ,花东镇,2室2厅,81.57,南,其他,中楼,19,-,塔楼,0,2个月以前发布
2566,富力金港城三房，房子保养新，装修温馨,https://gz.lianjia.com/ershoufang/108400746258.html,92,9726,富力金港城南区 ,花东镇,3室2厅,94.6,南,精装,高楼,19,-,塔楼,0,2个月以前发布
2567,漂亮2房，业主诚心出售，格局方正，环境优美,https://gz.lianjia.com/ershoufang/108400755435.html,65,7912,富力金港城南区 ,花东镇,2室2厅,82.16,北,精装,低楼,19,2012,塔楼,6,1个月以前发布
2568,富力金港城 精美两房 保养较好 采光充足,https://gz.lianjia.com/ershoufang/108400139838.html,115,14231,富力金港城东区 ,花东镇,2室2厅,80.81,北,精装,高楼,16,2013,塔楼,9,一年前发布
2569,房东诚心出售，房子通风透气，两房二厅,https://gz.lianjia.com/ershoufang/108400293243.html,102,12290,富力金港城北区 ,花东镇,2室2厅,83,东北,精装,中楼,17,2012,塔楼,11,9个月以前发布
2570,自由人花园 温馨婚房 精致装修 高层南向,https://gz.lianjia.com/ershoufang/108400329228.html,188,21447,自由人花园 ,镜湖大道,2室2厅,87.66,南,精装,低楼,29,2013,塔楼,19,8个月以前发布
2571,富力金港城      精装南向3房出售,https://gz.lianjia.com/ershoufang/108400140049.html,139,15109,富力金港城东区 ,花东镇,3室1厅,92,南,精装,高楼,16,2013,塔楼,47,一年前发布
2572,带小花园  格局方正 南北对流,https://gz.lianjia.com/ershoufang/108400257988.html,285,12979,雅图奥园 ,镜湖大道,4室2厅,219.59,南,精装,中楼,7,2005,塔楼,17,9个月以前发布
2573,金联市场 1室1厅 30万,https://gz.lianjia.com/ershoufang/108400818975.html,30,14327,金联市场 ,旧区,1室1厅,20.94,北,其他,高楼,8,-,板楼,4,29天以前发布
2574,花都湖湿地公园 电梯楼 一房一厅 南向 精致装修,https://gz.lianjia.com/ershoufang/108400820268.html,90,14517,致尚诚楼 ,新区,1室1厅,62,北,其他,中楼,8,2011,塔楼,6,28天以前发布
2575,离地铁近公寓式酒店形式 采光充足 视野开阔 配套齐全,https://gz.lianjia.com/ershoufang/108400821860.html,56,13760,双赢如家公寓 ,旧区,1室1厅,40.7,西南,其他,中楼,9,2013,塔楼,1,27天以前发布
2576,金联市场、格局正、彩光好、通风,https://gz.lianjia.com/ershoufang/108400825745.html,26,9890,金联市场 ,旧区,1室1厅,26.29,南,简装,低楼,9,1998,塔楼,6,25天以前发布
2577,凯旋国际 1室0厅 70万,https://gz.lianjia.com/ershoufang/108400826651.html,70,12581,凯旋国际 ,新区,1室0厅,55.64,南,其他,中楼,9,2007,塔楼,1,25天以前发布
2578,双地铁口 湖景房 酒店公寓 位置安静舒适,https://gz.lianjia.com/ershoufang/108400828624.html,68,14518,勤天安合商务大厦 ,镜湖大道,1室1厅,46.84,北,其他,低楼,16,-,塔楼,0,24天以前发布
2579,广州北站住宅小面积精装满5底价出售,https://gz.lianjia.com/ershoufang/108400839338.html,42,12011,双赢如家公寓 ,旧区,1室0厅,34.97,北,简装,高楼,9,2013,塔楼,1,19天以前发布
2580,雅居乐锦城花漾集 1室1厅 112万,https://gz.lianjia.com/ershoufang/108400844348.html,112,16970,雅居乐锦城花漾集 ,旧区,1室1厅,66,南,其他,低楼,32,2008,塔楼,2,17天以前发布
2581,雅居乐高层南向，业主给一半增值税,https://gz.lianjia.com/ershoufang/108400867305.html,105,15838,雅居乐锦城花漾集 ,旧区,2室1厅,66.3,南,其他,高楼,32,2008,塔楼,1,8天以前发布
2582,绿地 广州国际空港 复式2房 精装修 业主诚心出售,https://gz.lianjia.com/ershoufang/108400555809.html,65,17616,广州国际空港中心 ,镜湖大道,2室1厅,36.9,东,精装,低楼,10,-,板楼,8,4个月以前发布
2583,低层西南向 适合养老度假  生活便利 随时看房！,https://gz.lianjia.com/ershoufang/108400592271.html,110,8176,美林湖天汇半岛 ,山前大道,3室2厅,134.55,西南,精装,低楼,16,-,-,10,4个月以前发布
2584,高楼层采光通风好楼下有楼巴站交通便利无需社保,https://gz.lianjia.com/ershoufang/108400593908.html,115,8215,美林湖天汇半岛 ,山前大道,3室2厅,140,西北,精装,高楼,18,-,-,4,4个月以前发布
2585,美林湖天汇半岛 2室2厅 70万,https://gz.lianjia.com/ershoufang/108400601639.html,70,8538,美林湖天汇半岛 ,山前大道,2室2厅,81.99,东南,精装,低楼,15,-,-,15,4个月以前发布
2586,智烨山水豪庭 3室2厅 123万,https://gz.lianjia.com/ershoufang/108400603471.html,123,12813,智烨山水豪庭 ,狮岭镇,3室2厅,96,南 北,毛坯,中楼,18,2012,塔楼,0,4个月以前发布
2587,美林湖 精装大三房 户型实用 东南向 视野开阔,https://gz.lianjia.com/ershoufang/108400618471.html,120,8762,美林湖天汇半岛 ,山前大道,3室2厅,136.97,东南,精装,中楼,18,2016,塔楼,9,3个月以前发布
2588,富力金港城     三房两厅    急卖,https://gz.lianjia.com/ershoufang/108400145012.html,154,15877,富力金港城北区 ,花东镇,3室2厅,97,东南,精装,高楼,9,2010,塔楼,8,一年前发布
2589,宝铼雅居 精装修 格局方正 业主置换物业 诚心出售,https://gz.lianjia.com/ershoufang/108400137741.html,123,15851,宝铼雅居 ,铁路西,2室2厅,77.6,南,精装,中楼,11,2013,塔楼,66,一年前发布
2590,馨泉花园3房，电梯中层。带精装，拎包即可入住！,https://gz.lianjia.com/ershoufang/108400145514.html,148,14512,馨泉花园 ,新区,3室2厅,101.99,西南,简装,中楼,11,-,塔楼,27,一年前发布
2591,保利物业 精装两居室 距离直线距离汽车城地铁口270米,https://gz.lianjia.com/ershoufang/108400307205.html,147,19307,保利悦廷 ,铁路西,2室2厅,76.14,西,精装,中楼,32,2015,塔楼,65,9个月以前发布
2592,富力金港城两房一厅业主诚心出售,https://gz.lianjia.com/ershoufang/108400345104.html,101,12450,富力金港城北区 ,花东镇,2室1厅,81.13,东北,精装,低楼,11,-,塔楼,24,8个月以前发布
2593,金碧御水山庄，4A级景区芙蓉度假村旁,https://gz.lianjia.com/ershoufang/108400845172.html,56,9846,金碧御水山庄 ,狮岭镇,2室2厅,56.88,南,其他,低楼,11,-,塔楼,1,16天以前发布
2594,融创文旅城公寓  中层一房一厅  诚意出售,https://gz.lianjia.com/ershoufang/108400559721.html,87,15032,广州融创文旅城商务公寓 ,花山镇,1室1厅,57.88,东,毛坯,低楼,21,2016,塔楼,4,4个月以前发布
2595,中高楼层，视野开阔，采光足通风好，精装修，望花园,https://gz.lianjia.com/ershoufang/108400645233.html,61,7743,富力金港城南区 ,花东镇,2室2厅,78.79,南,简装,低楼,19,-,塔楼,8,3个月以前发布
2596,融创文旅城，公寓采光充足，自带配套设施，交通便利,https://gz.lianjia.com/ershoufang/108400702405.html,69,15033,广州融创文旅城商务公寓 ,花山镇,1室0厅,45.9,西,精装,低楼,29,2015,塔楼,0,2个月以前发布
2597,学府南苑毛坯4房 带入户花园户型朝南 证满2年采光好,https://gz.lianjia.com/ershoufang/108200010103.html,250,15269,学府南苑 ,狮岭镇,4室2厅,163.74,南,毛坯,高楼,18,2011,塔楼,3,一年前发布
2598,钻石豪园 四房 带装修,https://gz.lianjia.com/ershoufang/108200061530.html,260,16250,钻石豪园 ,新区,4室2厅,160,北,精装,中楼,17,2004,塔楼,5,一年前发布
2599,富力金港城   温馨    视野好,https://gz.lianjia.com/ershoufang/108400066291.html,56,12445,富力金港城东区 ,花东镇,1室0厅,45,北,简装,低楼,16,2013,塔楼,31,一年前发布
2600,万达城旁 精装复式带花园 洋房价*享受,https://gz.lianjia.com/ershoufang/108400249649.html,230,11881,金碧御水山庄 ,狮岭镇,6室3厅,193.6,南,精装,低楼,18,-,塔楼,13,9个月以前发布
2601,广州北 雅居乐锦城 电梯房 小区管理,https://gz.lianjia.com/ershoufang/108400271593.html,150,16064,雅居乐锦城花漾集 ,旧区,3室2厅,93.38,南 北,毛坯,高楼,32,2008,塔楼,36,9个月以前发布
2602,富力金港城单独套间住宅带阳台够2年,https://gz.lianjia.com/ershoufang/108400539865.html,56,12445,富力金港城东区 ,花东镇,1室1厅,45,北,精装,中楼,18,2012,塔楼,4,5个月以前发布
2603,大润发旁 地铁口800米 业主急买 南北对流,https://gz.lianjia.com/ershoufang/108200019412.html,180,17308,骏豪雅苑 ,新区,3室2厅,104,北,精装,中楼,8,2007,塔楼,83,一年前发布
2604,颐和盛世  江景两房  不带装修 带车位,https://gz.lianjia.com/ershoufang/108400062878.html,102,10216,颐和盛世 ,炭步,2室2厅,99.85,东南,毛坯,中楼,32,2011,塔楼,10,一年前发布
2605,品质小区 精装三房 东南向 望花园 户型方正,https://gz.lianjia.com/ershoufang/108400106219.html,198,21040,雅居乐锦城花冠集 ,旧区,3室2厅,94.11,东南,精装,低楼,32,2008,塔楼,8,一年前发布
2606,狮城国际  经典三房   拎包入住,https://gz.lianjia.com/ershoufang/108400806710.html,196,17014,致岭假日花园 ,狮岭镇,3室2厅,115.2,东南,精装,高楼,15,-,塔楼,0,1个月以前发布
2607,广州融创文旅城大3房245万南向望花园,https://gz.lianjia.com/ershoufang/108400813968.html,245,25368,广州融创文旅城A3区 ,花山镇,3室2厅,96.58,南,毛坯,中楼,33,2016,塔楼,2,31天以前发布
2608,品质小区，安静舒适，随时可拎包入住,https://gz.lianjia.com/ershoufang/108400819898.html,293.3,23711,保利花城花园 ,旧区,3室2厅,123.7,南,其他,高楼,30,2013,塔楼,0,28天以前发布
2609,近花都汽车城 地铁站八百米 交通便利,https://gz.lianjia.com/ershoufang/108400820599.html,163,18448,天马丽苑二期 ,铁路西,3室2厅,88.36,东北,其他,低楼,34,-,塔楼,0,28天以前发布
2610,电梯高层  格局方正 采光通风 南北对流,https://gz.lianjia.com/ershoufang/108400821153.html,240,16902,天马河壹号三期御景湾 ,铁路西,4室2厅,142,东南,其他,低楼,21,2016,塔楼,2,27天以前发布
2611,此房毛坯大三房 格局方正 采光好,https://gz.lianjia.com/ershoufang/108400821484.html,200,17354,尚品雅居花荟 ,狮岭镇,3室2厅,115.25,北,其他,低楼,27,2016,塔楼,0,27天以前发布
2612,花都融创东南向刚需3房，华-师-附，随时入读,https://gz.lianjia.com/ershoufang/108400822149.html,230,23971,广州融创文旅城A3区 ,花山镇,3室2厅,95.95,东南,毛坯,高楼,33,2016,塔楼,0,27天以前发布
2613,致岭假日花园 3室2厅 137万,https://gz.lianjia.com/ershoufang/108400826690.html,137,12663,致岭假日花园 ,狮岭镇,3室2厅,108.19,西南,毛坯,中楼,11,-,板塔结合,1,25天以前发布
2614,南华时代城，全新未入住，小区管理严格，配套完善,https://gz.lianjia.com/ershoufang/108400831232.html,240,17978,南华时代城 ,铁路西,4室2厅,133.5,东南,其他,低楼,31,2014,塔楼,5,23天以前发布
2615,业主诚心出售，一房一厅，南向，户型好,https://gz.lianjia.com/ershoufang/108400825308.html,50,11729,广州融创文旅城商务公寓 ,花山镇,1室1厅,42.63,南,简装,低楼,29,2015,塔楼,1,26天以前发布
2616,富力金港城  精装修公寓 配套成熟,https://gz.lianjia.com/ershoufang/108400162359.html,40,9812,富力金港城南区 ,花东镇,1室1厅,40.77,西,精装,高楼,19,2012,塔楼,14,一年前发布
2617,骊雅居           2室1厅           南北,https://gz.lianjia.com/ershoufang/108400045773.html,170,21024,骊雅居 ,新区,2室1厅,80.86,南 北,毛坯,低楼,18,2013,塔楼,7,一年前发布
2618,云峰花园 精装两房 看房方便！！！,https://gz.lianjia.com/ershoufang/108400122676.html,188,20216,云峰花园1期 ,镜湖大道,2室2厅,93,北,简装,高楼,12,2008,塔楼,20,一年前发布
2619,急售云峰花园 精装2房，南航机组车，出门地铁口,https://gz.lianjia.com/ershoufang/108400144195.html,180,20455,云峰花园1期 ,镜湖大道,2室1厅,88,南,简装,中楼,11,2008,塔楼,34,一年前发布
2620,花都湖旁 祈福生活无限 小复式两房 精装修,https://gz.lianjia.com/ershoufang/108400147582.html,130,33206,祈福生活无限 ,新区,2室2厅,39.15,西南,精装,高楼,12,2010,塔楼,44,一年前发布
2621,富力金港城 南向两房 精装修 电梯高层,https://gz.lianjia.com/ershoufang/108400197179.html,110,13254,富力金港城东区 ,花东镇,2室1厅,83,南,精装,高楼,16,2013,塔楼,12,11个月以前发布
2622,云峰花园中层北向视野宽阔小区读书学习交通方便,https://gz.lianjia.com/ershoufang/108400209176.html,190,20586,云峰花园1期 ,镜湖大道,2室2厅,92.3,北,简装,中楼,12,-,塔楼,5,11个月以前发布
2623,富力金港城 精装两房 中高楼层,https://gz.lianjia.com/ershoufang/108400245699.html,108,12991,富力金港城东区 ,花东镇,2室2厅,83.14,北,精装,中楼,11,2014,塔楼,0,10个月以前发布
2624,实用南向小两房 格局方正 采光充足 视野开阔,https://gz.lianjia.com/ershoufang/108400247994.html,102,16559,富力金港城东区 ,花东镇,2室2厅,61.6,南,精装,低楼,16,2013,塔楼,9,9个月以前发布
2625,电梯高层 采光通风好的居住房 业主置换物业 诚心出售,https://gz.lianjia.com/ershoufang/108400250028.html,128,14384,宝铼雅居 ,铁路西,2室2厅,88.99,东北,精装,高楼,11,2013,塔楼,17,9个月以前发布
2626,富力金港城 精装修电梯房 看房方便,https://gz.lianjia.com/ershoufang/108400256562.html,120,14467,富力金港城北区 ,花东镇,2室2厅,82.95,北,精装,中楼,17,2012,塔楼,1,9个月以前发布
2627,馨泉花园 机场板块 精致小两房 带电梯,https://gz.lianjia.com/ershoufang/108400285052.html,100,16319,馨泉花园 ,新区,2室1厅,61.28,北,精装,中楼,11,-,塔楼,63,9个月以前发布
2628,富力金港城 温馨一室保养好采光通风好,https://gz.lianjia.com/ershoufang/108400296330.html,65,14365,富力金港城东区 ,花东镇,1室1厅,45.25,北,精装,低楼,18,2012,塔楼,7,9个月以前发布
2629,此房户型方正 视野开阔 望花园 带精装修 拎包入住,https://gz.lianjia.com/ershoufang/108400321314.html,150,17809,雅居乐锦城花漾集 ,旧区,2室2厅,84.23,北,精装,高楼,32,2008,塔楼,12,8个月以前发布
2630,够五年格局靓近花都湖公园生活便利,https://gz.lianjia.com/ershoufang/108400353024.html,79,9514,雅图花园 ,镜湖大道,3室2厅,83.04,东南,毛坯,高楼,11,1998,塔楼,21,8个月以前发布
2631,此房位于花城路地铁口物业，地段优越，交通方便，,https://gz.lianjia.com/ershoufang/108400363907.html,68,10898,花城路培英街 ,旧区,2室2厅,62.4,南,简装,中楼,6,2010,板楼,29,8个月以前发布
2632,两房精装，保养很好，看房方便，满两年,https://gz.lianjia.com/ershoufang/108400376237.html,133,16889,祈福都会花园 ,花山镇,2室2厅,78.75,南,精装,中楼,11,2011,塔楼,1,7个月以前发布
2633,祈福生活无限，楼下花都湖，休闲好去处。,https://gz.lianjia.com/ershoufang/108400377438.html,130,22940,祈福生活无限 ,新区,2室2厅,56.67,北,简装,高楼,22,2010,塔楼,4,7个月以前发布
2634,环境优美，空气清新，配套完善，一城一世界,https://gz.lianjia.com/ershoufang/108400401842.html,115,14604,富力金港城东区 ,花东镇,2室2厅,78.75,北,其他,中楼,11,2013,塔楼,2,7个月以前发布
2635,豪利花园 四期丽景 复式6米层高 满二税费少 看房方便,https://gz.lianjia.com/ershoufang/108400404865.html,288,30158,豪利花园 ,镜湖大道,5室2厅,95.5,北,毛坯,低楼,15,2014,塔楼,1,7个月以前发布
2636,金河湾旁 锦砖外墙  通风采光好 近地铁口 有大平台,https://gz.lianjia.com/ershoufang/108400447110.html,80,12500,恒辉小区 ,旧区,2室1厅,64,东,简装,高楼,8,-,塔楼,15,6个月以前发布
2637,实用二房带装修  不错的选择 即买即收租,https://gz.lianjia.com/ershoufang/108400454886.html,110,15450,学府南苑 ,狮岭镇,2室2厅,71.2,西北,简装,低楼,8,-,塔楼,15,6个月以前发布
2638,华贵苑 中区板块 配套成熟 交通方便,https://gz.lianjia.com/ershoufang/108400462341.html,165,17935,华贵苑 ,旧区,2室2厅,92,西,精装,低楼,24,-,塔楼,11,6个月以前发布
2639,富力金港城 精装修电梯房 环境优美,https://gz.lianjia.com/ershoufang/108400468760.html,110,13316,富力金港城东区 ,花东镇,2室2厅,82.61,北,精装,中楼,18,2013,塔楼,3,6个月以前发布
2640,楼层好，视野开阔，采光足通风好，精装修，望花园,https://gz.lianjia.com/ershoufang/108400473793.html,125,15061,富力金港城东区 ,花东镇,2室2厅,83,北,精装,低楼,18,2012,塔楼,2,6个月以前发布
2641,合和新城  2房2厅    200万,https://gz.lianjia.com/ershoufang/108400501381.html,190,20995,合和新城 ,镜湖大道,2室2厅,90.5,北,简装,中楼,15,2011,平房,8,5个月以前发布
2642,满5年唯一，低楼层， 采光好，地铁口物业，生活便利,https://gz.lianjia.com/ershoufang/108400540299.html,81,12150,建设路(花都区) ,旧区,2室2厅,66.67,东南,精装,中楼,5,1995,暂无数据,42,5个月以前发布
2643,满两年 楼层适中 南向采光和通风效果好,https://gz.lianjia.com/ershoufang/108400590769.html,150,16992,美域华庭 ,旧区,2室1厅,88.28,南,简装,中楼,9,2010,塔楼,13,4个月以前发布
2644,富力金港城 北向住宅单间 高楼层望花园,https://gz.lianjia.com/ershoufang/108400110278.html,59,13033,富力金港城东区 ,花东镇,1室1厅,45.27,北,精装,中楼,18,2012,塔楼,4,一年前发布
2645,小面积住宅，电梯高层，望花园，总价低。,https://gz.lianjia.com/ershoufang/108400176694.html,52,13382,馨泉花园 ,新区,1室0厅,38.86,北,毛坯,中楼,9,-,塔楼,22,一年前发布
